price,link,title,location,description,Nearest intersection,Bedrooms,Bathrooms,Unit type,Parking included,sqft,sqm
750.0,/v-apartments-condos/mississauga-peel-region/room-for-rent/1695141417,Room For Rent,Brampton,"Spacious 1 bedroom available in a 2 bedroom apartment near Bramalea City Centre. Shared kitchen and washroom.Looking for a clean, vegetarian individual. Contact:Abhi 647-769-8891",Hanover Road / Huntingwood Crescent,2.0,1.0,Apartment,0,140.0,13.00642
2450.0,/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-apartment/1695141123,2 Bedroom basement apartment,Mississauga,"Spacious luxurious two bedroom basement apartment for rent with separate entrance, one parking spot on driveway included. Tomken and Rathburn main intersection.Tenant pays 40% of utilities water , ...",Matheson Boulevard East / Creekbank Road,2.0,1.0,Basement,1,1260.0,117.05778
2388.0,/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-295-dufferin-street/1687647748,1 Bedroom Apartment for Rent - 295 Dufferin Street,City of Toronto,"295 Dufferin Street is conveniently located minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your doorstep, Dufferin Crossing is the building to be in. ...",Dufferin Street / Melbourne Avenue,1.0,1.0,Apartment,0,632.0,58.714695999999996
2833.0,/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-295-dufferin-street/1688345269,2 Bedroom Apartment for Rent - 295 Dufferin Street,City of Toronto,"295 Dufferin Street is conveniently located minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your doorstep, Dufferin Crossing is the building to be in. ...",Dufferin Street / Melbourne Avenue,2.0,1.0,Apartment,0,800.0,74.3224
1950.0,/v-apartments-condos/city-of-toronto/move-in-ready-fully-furnished-modern-basement-apartment/1695140926,Move-In Ready!!! Fully Furnished Modern Basement Apartment.,Toronto,"In North York steps to Go Station (Old Cummer), Seneca College, Canadian College of Naturopathic Medicine (CCNM), and Canadian Memorial Chiropractic College (CMCC) . Open space ideal for Young ...",Seneca Hill Drive / Rock Fernway,1.0,1.0,Basement,0,900.0,83.6127
1500.0,/v-apartments-condos/mississauga-peel-region/room-for-rent-in-2-bed-2-bath-apartment-mississauga/1694759786,"Room for Rent in 2 Bed, 2 Bath Apartment –Mississauga",Mississauga,"Looking for a single job holder to share a spacious apartment at 80 Absolute Ave, Mississauga. Details: Rent: $1500/month for a single person (unfurnished, utilities not included) Couples: ...",Hurontario Street / Absolute Avenue,1.0,1.0,Condo,0,100.0,9.2903
1200.0,/v-apartments-condos/city-of-toronto/north-york-basement-one-bedroom-share-kitbath-for-rent/1695140517,North York basement One bedroom share kitbath for rent,Toronto,"North York basement One bedroom shared kitchen, bath, One parking spot available it cost $100 extro, the room can be occupied max 2 people, fully furnished , ready to move in, walk to TTC and subway ...",Senlac Road / Elynhill Drive,1.0,1.0,Basement,0,800.0,74.3224
2145.0,/v-apartments-condos/markham-york-region/south-garden-apartments-1-bdrm-available-at-2180-2190-weston/1681441742,"South Garden Apartments - 1 Bdrm available at 2180, 2190 Weston",Markham / York Region,"Visit our Website: https://www.capreit.ca/apartments-for-rent/north-york-on/south-garden-apartments/ Conveniently located at Weston Road and Lawrence, South Garden Apartments offers high quality ...",Church Street / Cross Street,1.0,1.0,Apartment,0,580.0,53.88374
1949.0,/v-apartments-condos/city-of-toronto/320-342-avenue-road-1bdrm-apartment-for-rent/1689455787,320-342 Avenue Road - 1bdrm Apartment for Rent,Toronto,If you're looking for character and charm then look no further than this group of buildings on Avenue Road. Located mid way between St. Clair and Dupont these properties offer all of the advantages ...,Avenue Road / Oaklands Avenue,1.0,1.0,Apartment,0,571.0,53.047613
2349.0,/v-apartments-condos/city-of-toronto/66-spadina-road-1-bedroom-apartment-for-rent/1684097407,66 Spadina Road - 1 Bedroom Apartment for Rent,Toronto,Live in luxury at the newly renovated residences at 66 Spadina Road and neighbouring 70 Spadina Road. The Toronto rentals offer the perfect place to enjoy apartment living in the trendy Annex ...,Spadina Road / Kendal Avenue,1.0,1.0,Apartment,0,595.0,55.277285
2199.0,/v-apartments-condos/city-of-toronto/82-warren-road-1-bedroom-apartment-for-rent/1695081181,82 Warren Road - 1 Bedroom Apartment for Rent,Toronto,"Experience a quality residence at 82 Warren Road, situated in one of Central Toronto's most sought-after residential communities. Located at Avenue Road and St. Clair Avenue West, your studio, 1 or ...",St Clair Avenue West / Warren Road,1.0,1.0,Apartment,0,632.0,58.714695999999996
1799.0,/v-apartments-condos/city-of-toronto/2040-eglinton-avenue-west-studio-apartment-for-rent/1695081128,2040 Eglinton Avenue West - Studio Apartment for Rent,Toronto,"Located in the Briar Hill-Belgravia neighbourhood, 2040 Eglinton Avenue West is a boutique Toronto apartment building, located within steps to Dufferin transit line, minutes to Yorkdale Shopping ...",Eglinton Avenue West / Harvie Avenue,0.0,1.0,Apartment,0,342.0,31.772826
2083.0,/v-apartments-condos/city-of-toronto/1602-bathurst-street-1-bedroom-apartment-for-rent/1693282214,1602 Bathurst Street - 1 Bedroom Apartment for Rent,Toronto,1602 Bathurst Street is a 4-storey Toronto apartment building with 1 and 2 bedroom apartment rental layouts. Residents can experience the culture of the area with everything you need at your ...,Bathurst Street / Heathdale Road,1.0,1.0,Apartment,0,570.0,52.95471
2299.0,/v-apartments-condos/city-of-toronto/310-312-lonsdale-road-1-bedroom-apartment-for-rent/1695081250,310-312 Lonsdale Road - 1 Bedroom Apartment for Rent,Toronto,"310-312 Lonsdale Road is located in the South Forest Hill neighbourhood, only steps to Forest Hill Village. Recent major upgrades to the interiors have taken place making these historic buildings ...",Spadina Road / Lonsdale Road,1.0,1.0,Apartment,0,572.0,53.140516
2150.0,/v-apartments-condos/city-of-toronto/spacious-2-1-bed-basement-for-rent-markham-steeles-elson/1693192965,Spacious 2 + 1 Bed Basement for Rent Markham (Steeles & Elson),Markham,"Spacious 2 + 1 Bedroom Basement Apartment for Rent in Markham (Steeles & Elson) ✨ Newly Renovated & Ready for Move-in ✨ Convenient Location: • Walking distance to AMAZON Fulfillment Centre, Costco, ...",Steeles Avenue East / Eastvale Drive,2.5,1.0,Basement,1,1250.0,116.12875
1500.0,/v-apartments-condos/city-of-toronto/renovated-studio-at-st-clarens-and-dupont-id-53/1693599710,Renovated studio at St. Clarens and Dupont - ID 53,Toronto,"Renovated Akelius studio apartment for rent. Lansdowne and Dupont in the Midtown neighborhood, Toronto. renovated studio - 1 bathroom - located on floor 9 - approximately 230 square feet - available ...",Dupont Street / St Clarens Avenue,0.0,1.0,Apartment,0,230.0,21.36769
2175.0,/v-apartments-condos/mississauga-peel-region/1-bedroom-suite-available-in-7-floor-apt-building-in-brampton/1505529481,1 BEDROOM SUITE AVAILABLE IN 7 FLOOR APT BUILDING IN BRAMPTON,Brampton,"1 BEDROOM FRESHLY PAINTED SUITE AVAILABLE IN VERY CLEAN 7 FLOOR APARTMENT BUILDING IN BRAMPTON. LOCATED NEAR CITY HALL, QUIET RESIDENTIAL AREA. CLOSE TO TRANSIT, ENTERTAINMENT, RESTAURANTS. FIRST / ...",Elgin Drive / Mill Street South,1.0,1.0,Apartment,1,675.0,62.709525
1850.0,/v-apartments-condos/city-of-toronto/renovated-bachelor-yonge-and-davisville/1692732083,Renovated Bachelor @ Yonge and Davisville,City of Toronto,"Bachelors, 1 Bath, Air-Conditioned, Recently Renovated Kitchen with Stainless Steel Appliances, Amazing Location close to Subway, Unit Available! Contact us at 647-560-3945 Balliol Towers Experience ...",Davisville Avenue / Pailton Crescent,0.0,1.0,Apartment,0,460.0,42.73538
1700.0,/v-apartments-condos/city-of-toronto/renovated-bachelor-king-and-jameson-id-2663/1694630312,"Renovated bachelor, King and Jameson - ID 2663",Toronto,"Renovated Akelius studio apartment for rent. King and Jameson in the Parkdale neighborhood, Toronto. renovated studio - 1 bathroom - located on floor 3 - approximately 329.38 square feet - available ...",King Street West / Maynard Avenue,0.0,1.0,Apartment,0,329.0,30.565087
2450.0,/v-apartments-condos/city-of-toronto/beautifully-furnished-1-bedroom-with-parking-ttc-toronto/1691453774,"Beautifully Furnished 1 Bedroom with Parking, TTC - Toronto",Toronto,"Tastefully furnished 1 bedroom with PARKING and locker near Sheppard and Leslie, walking distance to TTC station. Move in Ready: - Luxury queen bed with 100% cotton sheets. - High-end, stainless ...",Sheppard Avenue East / Ambrose Road,1.0,1.0,Condo,1,680.0,63.17404
1250.0,/v-apartments-condos/markham-york-region/1250-room-in-vaughan-with-a-private-bathroom/1695139562,$1250 room in Vaughan with a private bathroom!,Vaughan,"SINGLE only. Available now. The room is located in Vaughan( major mackenczie and 400 highway ). ( very near Canada's Wonderland, New Mckenzie Hospital, Walmart, Fresco and commercial plaza. the rent ...",Weston Road / Villa Royale Avenue,1.0,1.0,House,0,320.0,29.72896
2200.0,/v-apartments-condos/markham-york-region/2200-for-2-rooms-and-1-bathroom-newly-renovated-basement/1695139446,$2200 for 2 rooms and 1 bathroom (Newly renovated basement!),Vaughan,"Maximum of two-three people. $2200 for 2 $2350 for 3 Available now. The room is located in Vaughan( major mackenczie and 400 highway ). (very near Canada's Wonderland, New Mckenzie Hospital, Walmart, ...",Weston Road / Villa Royale Avenue,2.0,1.0,Basement,0,700.0,65.0321
2500.0,/v-apartments-condos/city-of-toronto/i-bedroom-condo/1695139442,I Bedroom Condo,Vaughan,"Woodbridge Condo: With Over 600 Sqft The Unit Combines The Unique Layout With One Of The Best Views Of The Area. The Kitchen Has Lots Of Storage, A Breakfast Granite Countertop, And Stainless Steel ...",Highway 7 / Kipling Avenue,1.0,1.0,Condo,1,650.0,60.38695
2000.0,/v-apartments-condos/city-of-toronto/2-bedroom-basement-for-rent/1695139154,2 Bedroom Basement For Rent,Toronto,"Looking for a family to rent our comfortable full basement. The property is located in a great neighbourhood at the border of North York and Scarborough. Easy access to schools, shopping, recreation, ...",Underhill Drive / Brookbanks Drive,2.0,1.0,Basement,1,1000.0,92.903
1450.0,/v-apartments-condos/city-of-toronto/1-bedroom-walkout-basement-for-rent-in-scarborough/1695138927,1 bedroom walkout basement for rent in Scarborough,Scarborough,"Located walking distance from Markham & Lawrence in Scarborough 1 bedroom + 1 bathroom + living room + kitchen 1,450 + 25% Utilities per month If you require parking let me know this is for either 2 ...",Borough Drive / Progress Avenue,1.0,1.0,Basement,0,1000.0,92.903
2499.0,/v-apartments-condos/city-of-toronto/1bdrm-apartment-for-rent-80-wellesley-street-east/1689778682,1bdrm Apartment for Rent - 80 Wellesley Street East,Toronto,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! 647-932-9040 An enviable location, 80 Wellesley is ...",Church Street / Wellesley Street East,1.0,1.0,Apartment,0,464.0,43.106992
2239.0,/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-155-wellesley-street-east/1687981310,1 Bedroom Apartment for Rent - 155 Wellesley Street East,Toronto,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! 647-932-9041. Promotions: For available units, ...",Homewood Avenue / Wellesley Street East,1.0,1.0,Apartment,0,478.0,44.407634
2402.0,/v-apartments-condos/city-of-toronto/1bdrm-apartment-for-rent-15-dundonald-street/1684533676,1bdrm Apartment for Rent - 15 Dundonald Street,Toronto,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: 647-932-8987.At 15 Dundonald you will find condo-style ...",Yonge Street / Dundonald Street,1.0,1.0,Apartment,0,478.0,44.407634
1500.0,/v-apartments-condos/oshawa-durham-region/1br-den-basement-apartment-available-for-rent-in-central-ajax/1695138736,1BR+ DEN BASEMENT APARTMENT AVAILABLE FOR RENT IN CENTRAL AJAX,Ajax,"1BR Plus Den basement apartment available for rent. Good for 2-3 students or a couple .Very convenient location of central ajax , close to shopping , bus stop , hwy 401 , go transit . Available from ...",Kingston Road West / Rotherglen Road North,1.5,1.0,Basement,1,500.0,46.4515
1949.0,/v-apartments-condos/mississauga-peel-region/brampton-1-bedroom-apartment-for-rent-182-church-street-east/1674480338,"Brampton 1 Bedroom Apartment for Rent - 182 Church Street, East",Brampton,Promotions: All Utilities Included! Call to view available units now. 905-451-6542 Maison Neuf Apartments are conveniently located at 182 Church Street in East in Brampton. This great family friendly ...,Kennedy Road North / Church Street East,1.0,1.0,Apartment,0,683.0,63.452749
2475.0,/v-apartments-condos/oakville-halton-region/white-oaks-apartments-1-bdrm-den-1297-marlborough-court/1691254916,White Oaks Apartments - 1 Bdrm + Den - 1297 Marlborough Court &,Oakville,No Last Month's Rent Deposit No last month’s rent deposit is required* Visit our Website: https://www.capreit.ca/apartments-for-rent/oakville-on/white-oaks-apartments/ Storage lockers Laundry ...,Trafalgar Road / Ceremonial Road,1.5,1.0,Apartment,0,958.0,89.001074
2980.0,/v-apartments-condos/oakville-halton-region/white-oaks-apartments-2-bdrm-den-1297-marlborough-court/1691262309,White Oaks Apartments - 2 Bdrm + Den - 1297 Marlborough Court &,Oakville,No Last Month's Rent Deposit No last month’s rent deposit is required* Visit our Website: https://www.capreit.ca/apartments-for-rent/oakville-on/white-oaks-apartments/ Storage lockers Laundry ...,Trafalgar Road / Ceremonial Road,2.5,1.0,Apartment,0,1140.0,105.90942
2930.0,/v-apartments-condos/city-of-toronto/bentley-apartments-2-bdrm-available-at-15-tangreen-court-toro/1694817413,"Bentley Apartments - 2 Bdrm available at 15 Tangreen Court, Toro",Toronto,No Last Month's Rent Deposit No last month’s rent deposit is required* Visit our Website: https://www.capreit.ca/apartments-for-rent/toronto-on/bentley-apartments/ Indoor/Outdoor Parking Laundry Room ...,Steeles Avenue West / Tangreen Court,2.0,1.0,Apartment,0,860.0,79.89658
2540.0,/v-apartments-condos/city-of-toronto/bentley-apartments-1-bdrm-available-at-15-tangreen-court-toro/1679079321,"Bentley Apartments - 1 Bdrm available at 15 Tangreen Court, Toro",Toronto,No Last Month's Rent Deposit No last month’s rent deposit is required* Visit our Website: https://www.capreit.ca/apartments-for-rent/toronto-on/bentley-apartments/ Indoor/Outdoor Parking Laundry Room ...,Steeles Avenue West / Tangreen Court,1.0,1.0,Apartment,0,673.0,62.523719
2500.0,/v-apartments-condos/city-of-toronto/renovated-one-bedroom-high-park-and-roncesvalles-id-3182/1685358632,"Renovated one bedroom, High Park and Roncesvalles - ID 3182",City of Toronto,"Renovated Akelius one bedroom apartment for rent. High Park and Roncesvalles in the Roncesvalles neighborhood, Toronto. renovated one bedroom suite - 1 bathroom - located on floor 2 - approximately ...",Roncesvalles Avenue / High Park Boulevard,1.0,1.0,Apartment,0,612.0,56.856636
1695.0,/v-apartments-condos/city-of-toronto/renovated-bachelor-bathurst-st-clair/1692972405,Renovated Bachelor @ Bathurst & St. Clair,Toronto,"Viewings To schedule a viewing, please call 647-694-3951. 1516 Bathurst St. Toronto, ON M5P 3H3 Bathurst St. and St. Clair Ave. W Located in the Humewood-Cedervale neighbourhood. Walking distance to ...",Bathurst Street / Tichester Road,0.0,1.0,Apartment,0,396.0,36.789588
2175.0,/v-apartments-condos/mississauga-peel-region/1-bedroom-suite-available-in-7-floor-apt-building-in-brampton/1505529481,1 BEDROOM SUITE AVAILABLE IN 7 FLOOR APT BUILDING IN BRAMPTON,Brampton,"1 BEDROOM FRESHLY PAINTED SUITE AVAILABLE IN VERY CLEAN 7 FLOOR APARTMENT BUILDING IN BRAMPTON. LOCATED NEAR CITY HALL, QUIET RESIDENTIAL AREA. CLOSE TO TRANSIT, ENTERTAINMENT, RESTAURANTS. FIRST / ...",Elgin Drive / Mill Street South,1.0,1.0,Apartment,1,675.0,62.709525
2900.0,/v-apartments-condos/city-of-toronto/fully-furnished-st-lawrence-market-hard-loft/1693926016,Fully Furnished St. Lawrence Market Hard Loft,Old Toronto,"Spacious fully furnished one bedroom hard loft in historic St. Lawrence Market Building. Featuring open concept living areas, hardwood flooring, ten-foot ceilings, original wood beams and brick ...",Queen Street East / Herbert Avenue,1.0,1.0,Condo,0,680.0,63.17404
2580.0,/v-apartments-condos/mississauga-peel-region/morning-star-apartments-2-bdrm-available-at-3420-3425-morning/1663969803,"Morning Star Apartments - 2 Bdrm available at 3420, 3425 Morning",Mississauga,"No Last Month's Rent Deposit No last month’s rent deposit is required* Visit our Website: https://www.capreit.ca/apartments-for-rent/mississauga-on/morning-star-apartments/ Morning Star Apartments, ...",Goreway Drive / Morning Star Drive,2.0,1.0,Apartment,0,855.0,79.432065
2477.0,/v-apartments-condos/city-of-toronto/upscale-large-1-bedroom-suite-davisville-mt-pleasant-rd/1693579261,Upscale Large 1 Bedroom Suite Davisville & Mt Pleasant Rd,Toronto,"Prime Address Davisville & Mount Pleasnant Road CALL, TEXT OR EMAIL TEXT TODAY TO BOOK A VIEWING! (416) 856-8470 These Suites are right on the Yonge subway line and are in one of the top 3 school ...",Mount Pleasant Road / Merton Street,1.0,1.0,Apartment,0,800.0,74.3224
2550.0,/v-apartments-condos/city-of-toronto/3-1-beds-1-bath/1695137732,3+1 Beds 1 Bath,City of Toronto,"Very Spacious Three Bedroom Beautiful Basement Apartment With Generous Size Bedrooms, Extra Large Kitchen With Large Built-in Countertop That Can Be Used As A Dining Table. Modern Washroom With Stand ...",Ellesmere Road / Zaph Avenue,3.5,1.0,Basement,1,1200.0,111.4836
2300.0,/v-apartments-condos/city-of-toronto/120-jackson-st-west-huge-loft-with-parking-in-front/1695137036,120 Jackson St. West - Huge loft with parking in front,Toronto,Loft in The Centre of Downtown Hamilton 120 Jackson St. West Private walk out loft Parking directly in front of unit Central air Large loft style space Utility room in suite Gym in build Meeting room ...,Shuter Street / St Enochs Square,1.5,1.0,Condo,1,950.0,88.25785
2519.0,/v-apartments-condos/city-of-toronto/valencia-towers-valencia-towers-apartment-for-rent/1692971381,Valencia Towers - Valencia Towers Apartment for Rent,Toronto,"Valencia Towers Valencia Towers is a student- and family-friendly apartment community featuring cozy suites, coveted on-site amenities, and an excellent Bathurst Street location. Find your new home ...",Rockford Road / Dewlane Drive,1.0,1.0,Apartment,0,689.0,64.010167
2795.0,/v-apartments-condos/city-of-toronto/fully-renovated-2-bedroom-in-etobicoke/1639869260,Fully Renovated 2 Bedroom in Etobicoke!,City of Toronto,"Realstar's Royal Rose Apartments offers premium two bedroom suites in the community-driven neighbourhood of Westmount in Etobicoke. Steps to shopping, restaurants, places of worship, nature paths, ...",La Rose Avenue / Griggsden Avenue,2.0,1.0,Apartment,0,833.0,77.388199
2300.0,/v-apartments-condos/city-of-toronto/120-jackson-st-west-huge-loft-with-parking-in-front/1695136818,120 Jackson St. West - Huge loft with parking in front,Toronto,Loft in The Centre of Downtown Hamilton 120 Jackson St. West Private walk out loft Parking directly in front of unit Central air Large loft style space Utility room in suite Gym in build Meeting room ...,Shuter Street / St Enochs Square,1.5,1.0,Condo,1,950.0,88.25785
2099.0,/v-apartments-condos/city-of-toronto/2892-st-clair-ave-e-1-bedroom-apartment-for-rent/1687611848,2892 St. Clair Ave. E - 1 Bedroom Apartment for Rent,City of Toronto,Building Features 2892 St. Clair Ave. E. is located close to the corner of St. Clair and Victoria Park and is minutes away from the Victoria Park Subway Station which offers quick access to downtown ...,St Clair Avenue East / Plaxton Drive,1.0,1.0,Apartment,0,479.0,44.500537
2401.0,/v-apartments-condos/city-of-toronto/2220-weston-rd-1-bedroom-apartment-for-rent/1687611911,2220 Weston Rd. - 1 Bedroom Apartment for Rent,City of Toronto,"Building Features Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double sink, and glass backsplash. ...",Weston Road / Elphick Lane,1.0,1.0,Apartment,0,689.0,64.010167
2986.0,/v-apartments-condos/markham-york-region/67-parkwoods-village-dr-2-bedroom-apartment-for-rent/1687611780,67 Parkwoods Village Dr. - 2 Bedroom Apartment for Rent,Markham / York Region,"Building Features Located close to the corner of Victoria Park Ave. and Ellesmere Rd., 67 Parkwoods Village Dr. is 20 minutes away from the York Mills Station offering access to downtown Toronto, ...",Parkwoods Village Drive / Gisburn Road,2.0,1.0,Apartment,0,810.0,75.25143
2869.0,/v-apartments-condos/markham-york-region/77-parkwoods-village-dr-2-bedroom-apartment-for-rent/1687611860,77 Parkwoods Village Dr. - 2 Bedroom Apartment for Rent,Markham / York Region,"Building Features Welcome to 77 Parkwoods Village Dr., an exceptional mid-rise property located between Victoria Park Ave. and York Mills Rd. in the heart of North York. Quick access to the HWY 401, ...",Parkwoods Village Drive / Brookbanks Drive,2.0,1.0,Apartment,0,902.0,83.798506
2299.0,/v-apartments-condos/city-of-toronto/68-hillside-dr-1bdrm-apartment-for-rent/1687611880,68 Hillside Dr. - 1bdrm Apartment for Rent,City of Toronto,"Building Features Located in a quiet residential neighbourhood in Broadview North, 68 Hillside is a newly renovated multi-family low-rise building in Toronto. 65 Hillside offers studio, 1-bedroom and ...",Broadview Avenue / Gamble Avenue,1.0,1.0,Apartment,0,670.0,62.24501
1849.0,/v-apartments-condos/city-of-toronto/2893-2897-st-clair-ave-e-junior-one-bedroom-apartment-for/1687611751,2893 & 2897 St. Clair Ave. E - Junior One bedroom Apartment for,City of Toronto,"Building Features 2893 and 2897 St. Clair Ave. E are located close to the corner of St. Clair and Victoria Park Ave. and are minutes away from Victoria Park subway station, O'Connor Ave and Dawes St. ...",St Clair Avenue East / Vicross Road,0.0,1.0,Apartment,0,456.0,42.363768
2410.0,/v-apartments-condos/city-of-toronto/100-cosburn-ave-1-bedroom-apartment-for-rent/1687611833,100 Cosburn Ave. - 1 Bedroom Apartment for Rent,City of Toronto,"Building Features Located in a quiet residential neighbourhood in Broadview North, 100 Cosburn Ave. is a newly renovated multi-family high-rise apartment building in Toronto. 100 Cosburn Ave consists ...",Pape Avenue / Cosburn Avenue,1.0,1.0,Apartment,0,623.0,57.878569
2299.0,/v-apartments-condos/city-of-toronto/5-7-9-stag-hill-dr-1-bedroom-apartment-for-rent/1687611840,"5, 7 & 9 Stag Hill Dr.  - 1 Bedroom Apartment for Rent",City of Toronto,"Building Features East York is home. Spacious studio, 1 and 2 bedroom suite designs with re-finished hardwood flooring in living room and bedroom(s) and stone-like ceramic tile in the kitchen. ...",O'Connor Drive / Sandra Road,1.0,1.0,Apartment,0,667.0,61.966301
2290.0,/v-apartments-condos/city-of-toronto/yonge-eglinton-apartments-orchard-view-1-bdrm-available-at-3/1694817417,Yonge Eglinton Apartments — Orchard View - 1 Bdrm available at 3,Toronto,No Last Month's Rent Deposit No last month’s rent deposit is required* Visit our Website: https://www.capreit.ca/apartments-for-rent/toronto-on/yonge-eglinton-apartments-orchard-view/ Located in the ...,Duplex Avenue / Orchard View Boulevard,1.0,1.0,Apartment,0,500.0,46.4515
2100.0,/v-apartments-condos/oshawa-durham-region/a-678-sqft-1-bed-1-bath-condo/1695136279,A 678 sqft 1 bed 1 bath condo,Oshawa / Durham Region,A stunning & spacious 1 bath 1 bed unit for rent (unfurnished) - 678 sq. ft features with Juliet balcony. - One parking garage + one locker included (can be negotiated if you don’t want the parking ...,Centre Street North / Bond Street West,1.0,1.0,Condo,1,678.0,62.988234
1850.0,/v-apartments-condos/markham-york-region/richmond-hill-bsmt-2-bed-1-bath-w-parking/1695136176,Richmond Hill Bsmt 2-Bed 1-Bath w/Parking,Markham / York Region,"**Available from August-1*** 2 Bedroom,1 Bathroom, 1 Living Room Basement Located in Tower Hill Rd (Yonge/ Gamble) in Richmomd Hill. With Separated Entrance. Independent Laundry. ***Video Available ...",Jefferson Sideroad / Alpaca Drive,2.0,1.0,Basement,1,700.0,65.0321
